IPA vs Monte Carlo Validation
Generated : 2026-06-21 14:42:35
MC N      : 10000
Networks  : 8

========================================================================
Network : munin-dag
========================================================================
IPA done  : 1.803 s  (pre-computed)
Running MC (N=10000)...
MC done   : 8.443 s

Accuracy (all nodes)   — max |Δ| = 0.01308   mean |Δ| = 0.002749
Accuracy (sinks only)  — max |Δ| = 0.01308   mean |Δ| = 0.003405

Sink nodes — IPA vs MC:
  Node   IPA          MC           |Δ|       
munin-dag                              | 1041 |  183 |    1.803 |    8.443 |   0.013080 |   0.002749 |   0.013080 |   0.003405
metro_directed_dag_for_ipm             |  306 |   61 |    0.018 |    1.387 |   0.009797 |   0.002541 |   0.007241 |   0.002458
pareto-point-1-high-resilience-fw      |  145 |   99 |   15.117 |    0.966 |   0.008877 |   0.002012 |   0.008877 |   0.002409
pareto-point-2-high-resilience-vtol    |  165 |  131 |    0.068 |    1.111 |   0.008550 |   0.002558 |   0.008550 |   0.002751
pareto-point-3-medium-resilience-sp... |   98 |   58 |   10.167 |    1.134 |   0.008350 |   0.002219 |   0.008350 |   0.003084
pareto-point-4-low-resilience-minimal  |   36 |   24 |    0.000 |    0.245 |   0.010111 |   0.002954 |   0.010111 |   0.003930
pareto-point-5-medium-resilience-fw    |   89 |   49 |    9.446 |    0.943 |   0.011122 |   0.002119 |   0.011122 |   0.002907
pareto-point-6-balanced                |   95 |   59 |    0.807 |    1.082 |   0.009539 |   0.002523 |   0.009539 |   0.002835

Expected max |Δ| ≈ 1/√N = 0.01 (MC sampling noise floor at N=10000)
