IPA vs Monte Carlo Validation
Generated : 2026-06-21 14:45:30
MC N      : 1000000
Networks  : 8

========================================================================
Network : munin-dag
========================================================================
IPA done  : 1.803 s  (pre-computed)
Running MC (N=1000000)...
MC done   : 582.917 s

Accuracy (all nodes)   — max |Δ| = 0.001335   mean |Δ| = 0.000282
Accuracy (sinks only)  — max |Δ| = 0.001173   mean |Δ| = 0.000368

Sink nodes — IPA vs MC:
  Node   IPA          MC           |Δ|       
  270    0.736244     0.735816     0.000428
  272    0.883003     0.884532     0.001529
  273    0.883021     0.883559     0.000538
  281    0.728113     0.727747     0.000366
  283    0.728542     0.728553     1.1e-5
  284    0.897554     0.898996     0.001442
  287    0.772605     0.772999     0.000394


====================================================================================================
IPA vs MC VALIDATION SUMMARY  (MC N=1000000)
====================================================================================================

Network                                |    V |   Sk |   IPA(s) |    MC(s) |  MaxΔ(all) | MeanΔ(all) | MaxΔ(sink) | MeanΔ(sink)
----------------------------------------------------------------------------------------------------
munin-dag                              | 1041 |  183 |    1.803 |  582.917 |   0.001335 |   0.000282 |   0.001173 |   0.000368
metro_directed_dag_for_ipm             |  306 |   61 |    0.018 |   82.441 |   0.001135 |   0.000268 |   0.001135 |   0.000290
pareto-point-1-high-resilience-fw      |  145 |   99 |   15.117 |   69.383 |   0.000943 |   0.000244 |   0.000943 |   0.000314
pareto-point-2-high-resilience-vtol    |  165 |  131 |    0.068 |   71.555 |   0.001286 |   0.000237 |   0.001286 |   0.000261
pareto-point-3-medium-resilience-sp... |   98 |   58 |   10.167 |   43.958 |   0.000855 |   0.000215 |   0.000855 |   0.000290
pareto-point-4-low-resilience-minimal  |   36 |   24 |    0.000 |    8.320 |   0.000602 |   0.000227 |   0.000602 |   0.000286
pareto-point-5-medium-resilience-fw    |   89 |   49 |    9.446 |   42.788 |   0.000789 |   0.000223 |   0.000789 |   0.000328
pareto-point-6-balanced                |   95 |   59 |    0.807 |   49.871 |   0.001529 |   0.000310 |   0.001529 |   0.000374

Expected max |Δ| ≈ 1/√N = 0.001 (MC sampling noise floor at N=1000000)
